,id,name,address,city,state,zip,county,phone,CMS Region,ownership,startdate,beds,LAT,LON
121,452038,TEXAS NEURO REHABILITATION CENTER,1106 W DITTMAR,AUSTIN,TX,78745,Travis,(512) 444-4835,6,Non-profit,07/01/1994 12:00:00 AM,47,30.307182,-97.755996
122,012014,NORTH ALABAMA SPECIALTY HOSPITAL,"700 WEST MARKET STREET, 2ND FLOOR",ATHENS,AL,35611,Limestone,(337) 269-9566,4,For profit,05/01/2016 12:00:00 AM,31,34.821342,-86.974753
123,392037,SELECT SPECIALTY HOSPITAL - ERIE,252 WEST 11TH STREET,ERIE,PA,16501,Erie,(814) 874-5300,3,For profit,06/01/2001 12:00:00 AM,50,42.116594,-80.073503
124,462003,SPECIALTY HOSPITAL OF UTAH,401 SOUTH 400 EAST,BOUNTIFUL,UT,84010,Davis,(801) 295-2361,8,Non-profit,04/01/1982 12:00:00 AM,16,40.872477,-111.86121
125,322002,KINDRED HOSPITAL  ALBUQUERQUE,700 HIGH STREET NE,ALBUQUERQUE,NM,87102,Bernalillo,(505) 242-4444,6,For profit,07/01/1994 12:00:00 AM,61,35.105552,-106.647388
126,102031,PROMISE HOSPITAL OF MIAMI,14001 NW 82ND AVENUE,MIAMI LAKES,FL,33016,Miami-Dade,(786) 609-9200,4,For profit,04/01/2016 12:00:00 AM,90,25.91684,-80.320545
127,232023,SELECT SPECIALTY HOSPITAL-MACOMB COUNTY,"215 NORTH AVE, SUITE 200",MOUNT CLEMENS,MI,48043,Macomb,(586) 307-9000,5,For profit,01/01/1999 12:00:00 AM,36,42.598055,-82.881506
128,192009,CURAHEALTH NEW ORLEANS,3601 COLISEUM STREET,NEW ORLEANS,LA,70115,Orleans,(504) 899-1555,6,For profit,06/01/1993 12:00:00 AM,168,30.068636,-89.93900699999998
129,492007,HOSPITAL FOR EXTENDED RECOVERY,600 GRESHAM DRIVE SUITE 700,NORFOLK,VA,23507,Norfolk City,(757) 388-1700,3,Non-profit,06/01/2002 12:00:00 AM,35,36.923015,-76.244641
130,362039,LIFE LINE HOSPITAL,200 SCHOOL STREET,WINTERSVILLE,OH,43953,Jefferson,(740) 346-2600,5,Non-profit,08/01/2010 12:00:00 AM,36,40.378012,-80.709918
131,452032,CORNERSTONE HOSPITAL HOUSTON- CLEAR LAKE,709 MEDICAL CENTER BLVD,WEBSTER,TX,77598,Harris,(713) 551-5300,6,For profit,01/01/1994 12:00:00 AM,148,29.532072,-95.116478
132,362025,COMMUNITY SPECIALTY HOSPITAL,"254 CLEVELAND AVENUE, 2ND FLOOR",AMHERST,OH,44001,Lorain,(440) 988-6141,5,Non-profit,10/01/2000 12:00:00 AM,30,41.405329,-82.231725
133,062012,COLORADO ACUTE LONG TERM HOSPITAL,1690 N MEADE ST,DENVER,CO,80204,Denver,(303) 264-6900,8,For profit,04/01/1994 12:00:00 AM,63,39.761849,-104.880625
134,282001,SELECT SPECIALTY HOSPITAL - OMAHA (CENTRAL CAMPUS),1870 SOUTH 75TH STREET,OMAHA,NE,68124,Douglas,(402) 361-5755,7,For profit,07/01/2000 12:00:00 AM,52,41.264675,-96.041927
135,452016,KINDRED HOSPITAL SAN ANTONIO,3636 MEDICAL DRIVE,SAN ANTONIO,TX,78229,Bexar,(210) 616-0616,6,For profit,02/08/1989 12:00:00 AM,59,29.596939000000006,-98.699284
136,452096,LAREDO SPECIALTY HOSPITAL LP,2005 BUSTAMANTE STREET,LAREDO,TX,78041,Webb,(956) 753-5353,6,For profit,02/01/2007 12:00:00 AM,60,27.547681,-99.486931
137,192048,NORTHSHORE SPECIALTY HOSPITAL,20050 CRESTWOOD BLVD,COVINGTON,LA,70433,St. Tammany,(985) 875-7525,6,For profit,01/30/2004 12:00:00 AM,58,30.480252,-90.112577
138,112016,"REGENCY HOSPITAL COMPANY OF MACON, LLC",535 COLISEUM DRIVE,MACON,GA,31217,Bibb,(478) 803-7300,4,For profit,11/01/2004 12:00:00 AM,34,32.960809000000005,-83.5318
139,032002,CURAHEALTH TUCSON,355 NORTH WILMOT ROAD,TUCSON,AZ,85711,Pima,(520) 584-4500,9,For profit,11/01/1994 12:00:00 AM,51,32.154289,-110.871062
140,052039,KINDRED HOSPITAL BREA,875 N BREA BLVD,BREA,CA,92821,Orange,(714) 529-6842,9,For profit,12/01/1995 12:00:00 AM,48,33.924523,-117.865201
141,342020,SELECT SPECIALTY HOSPITAL-GREENSBORO,"1200 NORTH ELM STREET, 5TH FLOOR",GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,For profit,05/01/2010 12:00:00 AM,30,36.096483,-79.827108
142,452043,PINE VALLEY SPECIALTY HOSPITAL,6160 S LOOP EAST,HOUSTON,TX,77087,Harris,(713) 640-2400,6,For profit,09/01/1994 12:00:00 AM,59,29.780472,-95.386342
143,522008,SELECT SPECIALTY HOSPITAL MADISON,801 BRAXTON PLACE,MADISON,WI,53715,Dane,(608) 260-2700,5,For profit,06/01/2007 12:00:00 AM,23,43.097206,-89.36864
144,502002,KINDRED HOSPITAL-SEATTLE,10631 8TH AVE NE,SEATTLE,WA,98125,King,(206) 364-2050,10,For profit,01/01/1995 12:00:00 AM,80,47.620499,-122.350876
145,112014,REGENCY HOSPITAL OF SOUTH ATLANTA,1170 CLEVELAND AVE 4TH FLOOR,EAST POINT,GA,30344,Fulton,(404) 466-6264,4,For profit,03/01/2004 12:00:00 AM,40,33.66946,-84.47036
146,012013,"NOLAND HOSPITAL SHELBY II, LLC","1000 FIRST STREET, 3RD FLOOR",ALABASTER,AL,35007,Shelby,(205) 620-8641,4,Non-profit,03/01/2011 12:00:00 AM,52,33.214355,-86.82308
147,372023,MUSCOGEE (CREEK) NATION LONG TERM ACUTE CARE HOSPI,900 EAST AIRPORT ROAD,OKMULGEE,OK,74447,Okmulgee,(918) 756-9211,6,Tribal,10/25/2012 12:00:00 AM,4,35.647263,-96.032716
148,372019,CHG CORNERSTONE HOSPITAL OF OKLAHOMA - SHAWNEE,"1900 GORDON COOPER DRIVE, 2ND FLOOR",SHAWNEE,OK,74801,Pottawatomie,(405) 395-5800,6,For profit,09/01/2005 12:00:00 AM,34,35.30768300000001,-96.945238
149,362028,LIFE CARE HOSPITALS OF DAYTON,4000 MIAMISBURG-CENTERVILLE ROAD,MIAMISBURG,OH,45342,Montgomery,(937) 384-8300,5,Non-profit,09/01/2001 12:00:00 AM,33,39.630938,-84.270742
150,192028,PROMISE HOSPITAL OF MISS LOU,209 FRONT STREET,VIDALIA,LA,71373,Concordia,(318) 336-6500,6,For profit,01/01/2001 12:00:00 AM,40,31.566753,-91.440443
151,452110,ETHICUS HOSPITAL - GRAPEVINE,4201 WILLIAM D TATE AVENUE,GRAPEVINE,TX,76051,Tarrant,(817) 288-1300,6,For profit,09/01/2008 12:00:00 AM,60,32.934107,-97.076533
152,452071,KINDRED HOSPITAL-WHITE ROCK,9440 POPPY DRIVE 5TH FLOOR,DALLAS,TX,75218,Dallas,(214) 324-6730,6,For profit,07/29/2000 12:00:00 AM,25,32.794176,-96.765503
153,312020,KINDRED HOSPITAL NEW JERSEY - MORRIS COUNTY,400 WEST BLACKWELL STREET,DOVER,NJ,07801,Morris,(973) 537-3816,2,For profit,03/01/2005 12:00:00 AM,117,40.985758,-74.74359
154,192010,"PROMISE HOSPITAL OF LOUISIANA, INC",1800 IRVING PLACE,SHREVEPORT,LA,71101,Caddo,(318) 425-4096,6,For profit,01/01/1994 12:00:00 AM,196,32.46702,-93.792684
155,112009,SELECT SPECIALTY HOSPITAL - ATLANTA,"550 PEACHTREE STREET NE, 7TH FLOOR",ATLANTA,GA,30308,Fulton,(404) 686-2270,4,For profit,01/01/1999 12:00:00 AM,30,33.762909,-84.422675
156,442015,SELECT SPECIALTY HOSPITAL-NORTH KNOXVILLE,7557 B DANNAHER DRIVE SUITE 145,POWELL,TN,37849,Knox,(865) 545-7370,4,For profit,01/01/1999 12:00:00 AM,33,35.184424,-85.484611
157,422004,SPARTANBURG HOSP FOR RESTORATIVE CARE,389 SERPENTINE DR,SPARTANBURG,SC,29303,Spartanburg,(864) 560-3235,4,Government,10/01/1996 12:00:00 AM,97,34.942294,-81.926907
158,112010,KINDRED HOSPITAL ROME,320 TURNER MCCALL BOULEVARD,ROME,GA,30165,Floyd,(706) 509-4100,4,For profit,07/01/2001 12:00:00 AM,45,34.231056,-85.22521400000002
159,382004,VIBRA SPECIALTY HOSPITAL OF PORTLAND,10300 NE HANCOCK STREET,PORTLAND,OR,97220,Multnomah,(503) 257-5500,10,For profit,02/01/2008 12:00:00 AM,73,45.536951,-122.649971
160,162001,SELECT SPECIALTY HOSPITAL - QUAD CITIES,1111 WEST KIMBERLY ROAD,DAVENPORT,IA,52806,Scott,(563) 468-2000,7,For profit,02/01/2007 12:00:00 AM,50,41.554104,-90.603997
161,332022,TERENCE CARDINAL COOKE HEALTH CARE CENTER,1249 FIFTH AVENUE,NEW YORK,NY,10029,New York,(212) 360-3600,2,Non-profit,06/05/1980 12:00:00 AM,50,40.664274,-73.9385
162,522004,PAM SPECIALTY HOSPITAL OF MILWAUKEE,5017 S 110TH ST,GREENFIELD,WI,53228,Milwaukee,(414) 427-8282,5,For profit,10/01/1994 12:00:00 AM,62,42.960604,-88.00567
163,452082,DUBUIS HOSPITAL OF PARIS,820 CLARKSVILLE ST 6TH FLOOR,PARIS,TX,75460,Lamar,(903) 782-2961,6,Non-profit,05/01/2003 12:00:00 AM,25,33.66179,-95.524366
164,102020,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,1554 SURGEONS DR,TALLAHASSEE,FL,32308,Leon,(850) 219-6800,4,For profit,03/01/2008 12:00:00 AM,29,30.43604,-84.28370799999998
165,452107,CORNERSTONE HOSPITAL CONROE,1500 GRAND LAKE DRIVE,CONROE,TX,77304,Montgomery,(682) 831-9670,6,For profit,11/13/2007 12:00:00 AM,41,30.316017,-95.469993
166,362036,REGENCY HOSPITAL OF TOLEDO,5220 WEST ALEXIS ROAD,SYLVANIA,OH,43560,Lucas,(419) 318-5700,5,For profit,01/01/2008 12:00:00 AM,45,41.710596,-83.70615
167,392050,GOOD SHEPHERD PENN PARTNERS,1800 LOMBARD STREET,PHILADELPHIA,PA,19146,Philadelphia,(215) 893-2548,3,Non-profit,04/01/2009 12:00:00 AM,38,40.009376,-75.133346
168,392048,LIFECARE HOSPITALS OF CHESTER COUNTY,400 EAST MARSHAL STREET,WEST CHESTER,PA,19380,Chester,(484) 826-0400,3,For profit,04/01/2006 12:00:00 AM,39,39.95988300000001,-75.60542199999998
169,052043,KENTFIELD HOSPITAL,1125 SIR FRANCIS DRAKE BLVD,KENTFIELD,CA,94904,Marin,(415) 456-9680,9,For profit,07/01/1999 12:00:00 AM,120,37.935426,-122.558794
170,392046,KINDRED HOSPITAL SOUTH PHILADELPHIA,1930 SOUTH BROAD STREET UNIT #12,PHILADELPHIA,PA,19145,Philadelphia,(267) 570-5200,3,For profit,01/01/2005 12:00:00 AM,58,40.009376,-75.133346
171,052054,MONROVIA MEMORIAL HOSPITAL,323 SOUTH HELIOTROPE AVENUE,MONROVIA,CA,91016,Los Angeles,(626) 359-9341,9,For profit,05/01/2009 12:00:00 AM,49,34.123435,-117.99586
172,132002,VIBRA HOSPITAL OF BOISE,2131 SOUTH BONITO WAY,MERIDIAN,ID,83642,Ada,(208) 489-9500,10,Non-profit,02/01/2009 12:00:00 AM,60,43.617852,-116.397129
173,252003,SELECT SPECIALTY HOSPITAL - BELHAVEN,1225 NORTH STATE STREET,JACKSON,MS,39202,Hinds,(601) 968-1050,4,Non-profit,08/17/1993 12:00:00 AM,25,32.315831,-90.212823
174,502001,REGIONAL HOSPITAL FOR RESPIRATORY AND COMPLEX CARE,16251 SYLVESTER SW ROAD,BURIEN,WA,98166,King,(206) 248-4548,10,Non-profit,07/01/1994 12:00:00 AM,40,47.46917,-122.364291
175,102018,COMPLEX CARE HOSPITAL AT RIDGELAKE,6150 EDGELAKE DR,SARASOTA,FL,34240,Sarasota,(941) 342-3200,4,Non-profit,04/01/2006 12:00:00 AM,40,27.370144,-82.51818399999998
176,112004,"SELECT SPECIALTY HOSPITAL - MIDTOWN ATLANTA, LLC","705 JUNIPER STREET, NE",ATLANTA,GA,30308,Fulton,(404) 873-2871,4,For profit,04/30/1991 12:00:00 AM,72,33.762909,-84.422675
177,452044,LIFECARE HOSPITALS OF DALLAS,1950 RECORD CROSSING,DALLAS,TX,75235,Dallas,(214) 525-6300,6,For profit,09/16/1994 12:00:00 AM,206,32.794176,-96.765503
178,362021,KINDRED HOSPITAL CENTRAL OHIO,"335 GLESSNER AVENUE, 5TH FLOOR",MANSFIELD,OH,44903,Richland,(419) 526-0777,5,For profit,06/01/1999 12:00:00 AM,33,40.76672,-82.53081999999998
179,142009,THC CHICAGO INC DBA KINDRED CHICAGO,4058 W MELROSE,CHICAGO,IL,60641,Cook,(773) 736-7000,5,For profit,07/04/1994 12:00:00 AM,94,41.837551,-87.681844
180,112005,SELECT SPECIALTY HOSPITAL - NORTHEAST ATLANTA,1821 CLIFTON ROAD NE,ATLANTA,GA,30329,DeKalb,(404) 728-6200,4,Non-profit,04/01/1994 12:00:00 AM,18,33.762909,-84.422675
181,222003,TEWKSBURY HOSPITAL,365 EAST STREET,TEWKSBURY,MA,01876,Middlesex,(978) 851-7321,1,Government,07/01/1966 12:00:00 AM,760,42.612088,-71.227845
182,362020,KINDRED HOSPITAL LIMA,730 W MARKET ST,LIMA,OH,45801,Allen,(419) 224-1888,5,For profit,02/01/1999 12:00:00 AM,12,40.740679,-84.112091
183,452102,COVENANT SPECIALTY HOSPITAL,3815 20TH STREET,LUBBOCK,TX,79410,Lubbock,(806) 725-9200,6,For profit,10/01/2007 12:00:00 AM,56,33.576051,-101.886689
184,442006,CURAHEALTH NASHVILLE,"1412 COUNTY HOSPITAL ROAD, B-1",NASHVILLE,TN,37218,Davidson,(615) 687-2600,4,For profit,07/01/1987 12:00:00 AM,60,36.1718,-86.785002
185,442017,REGIONAL ONE HEALTH EXTENDED CARE HOSPITAL,"890 MADISON AVENUE, 4TH FLOOR",MEMPHIS,TN,38103,Shelby,(901) 513-3000,4,Non-profit,02/03/2014 12:00:00 AM,24,35.103543,-89.978498
186,452118,HOUSTON METHODIST ST CATHERINE HOSPITAL,701 S FRY ROAD,KATY,TX,77450,Harris,(281) 599-5700,6,Non-profit,08/01/2014 12:00:00 AM,102,29.791342,-95.827009
187,312018,"CARE ONE AT RARITAN BAY MEDICAL CENTER, LLC","530 NEW BRUNSWICK AVENUE, 2ND FLOOR GREEN",PERTH AMBOY,NJ,08861,Middlesex,(732) 324-6090,2,For profit,11/01/2004 12:00:00 AM,51,40.52016,-74.271331
188,452022,SELECT SPECIALTY HOSPITAL-DALLAS,2329 PARKER ROAD,CARROLLTON,TX,75010,Denton,(972) 884-2407,6,Non-profit,11/30/1991 12:00:00 AM,60,32.98836,-96.89977
189,232032,SELECT SPECIALTY HOSPITAL-NORTHWEST DETROIT,"6071 WEST OUTER DRIVE, 7TH FLOOR",DETROIT,MI,48235,Wayne,(313) 966-3939,5,For profit,09/01/2002 12:00:00 AM,36,42.383037,-83.102237
190,362007,EDEN SPRINGS HEALTHCARE CENTER LLC,401 NORTH BROADWAY STREET,GREEN SPRINGS,OH,44836,Seneca,(419) 639-2626,5,Non-profit,07/01/1966 12:00:00 AM,36,41.262523,-83.05289499999998
191,452079,KINDRED HOSPTIAL EL PASO,1740 CURIE DRIVE,EL PASO,TX,79902,El Paso,(915) 351-9044,6,For profit,02/28/2002 12:00:00 AM,72,31.84836,-106.426979
192,372018,PAM SPECIALTY HOSPITAL OF TULSA,3219 SOUTH 79TH EAST AVENUE,TULSA,OK,74145,Tulsa,(918) 663-8183,6,For profit,10/01/2004 12:00:00 AM,60,36.401111,-95.902149
193,312019,SELECT SPECIALTY HOSPITAL NORTHEAST,96 PARKWAY,ROCHELLE PARK,NJ,07662,Bergen,(201) 221-2352,2,Non-profit,11/01/2004 12:00:00 AM,62,40.906496,-74.078005
194,362024,SELECT SPECIALTY HOSPITAL - YOUNGSTOWN,1044 BELMONT AVE,YOUNGSTOWN,OH,44501,Mahoning,(330) 841-4750,5,For profit,06/23/1999 12:00:00 AM,31,41.099095,-80.645902
195,152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,400  SE 4TH ST,EVANSVILLE,IN,47713,Vanderburgh,(812) 421-2330,5,For profit,01/01/1997 12:00:00 AM,60,37.987734,-87.53470300000002
196,172005,SELECT SPECIALTY HOSPITAL OF KS CITY,1731 NORTH 90TH STREET,KANSAS CITY,KS,66112,Wyandotte,(913) 732-5930,7,For profit,04/30/1996 12:00:00 AM,40,37.072499,-97.038436
197,262014,SELECT SPECIALTY HOSPITAL - WESTERN MISSOURI,"2316 EAST MEYER BOULEVARD, 3-WEST",KANSAS CITY,MO,64132,Jackson,(816) 276-9444,7,For profit,08/18/2005 12:00:00 AM,34,39.125212,-94.551136
198,262016,"LANDMARK HOSPITAL OF JOPLIN, LLC",2040 W 32ND STREET,JOPLIN,MO,64804,Jasper,(417) 627-1309,7,For profit,12/01/2007 12:00:00 AM,30,37.077509,-94.502262
199,262010,KINDRED HOSPITAL - ST LOUIS,4930 LINDELL BOULEVARD,SAINT LOUIS,MO,63108,St. Louis City,(314) 361-8700,7,For profit,08/30/1991 12:00:00 AM,60,38.635699,-90.244582
200,142008,THC CHICAGO INC DBA KINDRED HOSP CHGO,365 E NORTH AVE,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,For profit,02/01/1992 12:00:00 AM,258,41.914317,-87.90547099999998
201,162003,SELECT SPECIALTY HOSPITAL - DES MOINES,"1111 6TH AVENUE, 4TH FLOOR MAIN",DES MOINES,IA,50314,Polk,(515) 247-4400,7,For profit,01/01/2015 12:00:00 AM,30,41.573946,-93.616708
202,042006,SELECT SPECIALITY HOSPITAL-FORT SMITH INC,1001 TOWSON AVENUE,FORT SMITH,AR,72901,Sebastian,(479) 441-3960,6,For profit,09/01/2001 12:00:00 AM,34,35.349276,-94.370883
203,452068,PROMISE HOSPITAL OF WICHITA FALLS,1103 GRACE STREET,WICHITA FALLS,TX,76301,Wichita,(940) 763-7901,6,For profit,04/29/1998 12:00:00 AM,31,33.906699,-98.525854
204,062016,KINDRED HOSPITAL-COLORADO SPRINGS,"6001 EAST WOODMEN ROAD,  6TH FLOOR",COLORADO SPRINGS,CO,80923,El Paso,(719) 571-6101,8,For profit,02/01/2002 12:00:00 AM,30,38.864609,-104.785818
205,232035,SELECT SPECIALTY HOSPITAL- BATTLE CREEK,300 NORTH AVENUE 6TH FLOOR,BATTLE CREEK,MI,49016,Calhoun,(269) 245-4675,5,Non-profit,06/01/2003 12:00:00 AM,25,42.299176,-85.22926700000002
206,052038,KINDRED HOSPITAL -- LA MIRADA,14900 E IMPERIAL HWY,LA MIRADA,CA,90638,Los Angeles,(562) 944-1900,9,For profit,11/01/1995 12:00:00 AM,277,33.902045,-118.008961
207,182009,CONTINUECARE HOSPITAL AT BAPTIST HLTH MADISONVILLE,"900 HOSPITAL DRIVE, 4TH FLOOR",MADISONVILLE,KY,42431,Hopkins,(270) 415-7794,4,Non-profit,04/01/2016 12:00:00 AM,35,37.341036,-87.503475
208,452092,PAM SPECIALTY HOSPITAL OF  CORPUS CHRISTI SOUTH,6226 SARATOGA BOULEVARD,CORPUS CHRISTI,TX,78414,Nueces,(361) 986-1600,6,For profit,05/01/2005 12:00:00 AM,74,27.754252,-97.173385
209,392033,GOOD SHEPHERD SPECIALTY HOSPITAL,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,Lehigh,(484) 884-5051,3,Non-profit,07/01/2000 12:00:00 AM,32,40.626424,-75.367898
210,222023,WESTERN MASSACHUSETTS HOSPITAL,91 EAST MOUNTAIN ROAD,WESTFIELD,MA,01085,Hampden,(413) 562-4131,1,Government,07/01/1966 12:00:00 AM,102,42.138838,-72.755911
211,292002,KINDRED HOSPITAL - LAS VEGAS (SAHARA CAMPUS),5110 W SAHARA AVE,LAS VEGAS,NV,89146,Clark,(702) 835-2926,9,For profit,09/01/1994 12:00:00 AM,146,36.227712,-115.264045
212,192007,LOUISIANA CONTINUING CARE HOSPITAL,1101 MEDICAL CENTER BLVD 7TH FLOOR,MARRERO,LA,70072,Jefferson,(504) 349-2584,6,For profit,06/01/1992 12:00:00 AM,44,29.886163,-90.113263
213,012010,"NOLAND HOSPITAL DOTHAN II, LLC","1108 ROSS CLARK CIRCLE, 4TH FLOOR",DOTHAN,AL,36302,Houston,(334) 699-4300,4,Non-profit,10/01/2004 12:00:00 AM,35,31.233698,-85.406823
214,452062,WARM SPRING SPECIALITY HOSPTIAL AT LULING,200 MEMORIAL DRIVE,LULING,TX,78648,Caldwell,(512) 672-6592,6,For profit,09/01/1998 12:00:00 AM,34,29.754437,-97.528816
215,372016,INTEGRIS BASS PAVILION,401 SOUTH THIRD STREET,ENID,OK,73701,Garfield,(580) 249-4260,6,Non-profit,12/01/2001 12:00:00 AM,24,36.386351,-97.873228
216,192051,COVINGTON - A M G SPECIALTY HOSPITAL,195 HIGHLAND PARK ENTRANCE,COVINGTON,LA,70433,St. Tammany,(985) 867-3977,6,For profit,11/01/2004 12:00:00 AM,38,30.480252,-90.112577
217,112003,SHEPHERD CENTER,2020 PEACHTREE RD NW,ATLANTA,GA,30309,Fulton,(404) 352-7311,4,Non-profit,04/01/1984 12:00:00 AM,132,33.762909,-84.422675
218,192006,CORNERSTONE HOSPITAL OF BOSSIER CITY,4900 MEDICAL DRIVE,BOSSIER CITY,LA,71112,Bossier,(318) 747-9500,6,For profit,09/30/1991 12:00:00 AM,62,32.523661,-93.65559
219,452088,KINDRED HOSPITAL FORT WORTH,815 EIGHTH AVENUE,FORT WORTH,TX,76104,Tarrant,(817) 332-4812,6,For profit,12/01/2003 12:00:00 AM,67,32.779542,-97.346335
220,252006,REGENCY HOSPITAL OF MERIDIAN,"1102 CONSTITUTION AVENUE, 2ND FLOOR",MERIDIAN,MS,39301,Lauderdale,(601) 484-7900,4,For profit,08/01/2003 12:00:00 AM,40,32.548645,-88.607414
221,232036,HENRY FORD ALLEGIANCE CARELINK,110 N ELM AVENUE,JACKSON,MI,49202,Jackson,(517) 796-4426,5,Non-profit,03/01/2004 12:00:00 AM,64,42.243454,-84.402254
222,292006,COMPLEX CARE HOSPITAL AT TENAYA,2500 TENAYA WAY,LAS VEGAS,NV,89128,Clark,(702) 562-2021,9,For profit,01/01/2002 12:00:00 AM,70,36.227712,-115.264045
223,192008,BATON ROUGE - A M G SPECIALTY HOSPITAL,8375 FLORIDA BLVD,DENHAM SPRINGS,LA,70726,Livingston,(225) 665-2664,6,For profit,01/01/1993 12:00:00 AM,59,30.474329,-90.959027
224,252004,"SPECIALITY HOSPITAL OF MERIDIAN,THE",1314 19TH AVENUE,MERIDIAN,MS,39301,Lauderdale,(601) 703-4211,4,Non-profit,05/01/1995 12:00:00 AM,49,32.548645,-88.607414
225,152013,KINDRED HOSPITAL INDIANAPOLIS NORTH,8060 KNUE ROAD,INDIANAPOLIS,IN,46250,Marion,(317) 813-8900,5,For profit,09/01/1996 12:00:00 AM,45,39.776664,-86.145935
226,092002,BRIDGEPOINT HOSPITAL CAPITOL HILL,700 CONSTITUTION AVENUE NE,WASHINGTON,DC,20002,District Of Columbia,(202) 675-0400,3,For profit,02/01/1996 12:00:00 AM,60,38.904149,-77.017094
227,352005,VIBRA HOSPITAL OF CENTRAL DAKOTAS,1000 18TH STREET NW,MANDAN,ND,58554,Morton,(701) 667-2000,8,Non-profit,09/01/1998 12:00:00 AM,41,46.827403,-100.884523
228,222025,PAPPAS REHABILITATION HOSPITAL FOR CHILDREN,3 RANDOLPH STREET,CANTON,MA,02021,Norfolk,(617) 828-2440,1,Government,12/18/1974 12:00:00 AM,239,42.175737,-71.125385
229,342019,CAROLINAS CONTINUECARE AT KINGS MOUNTAIN,706 WEST KING STREET 2ND FLOOR,KINGS MOUNTAIN,NC,28086,Gaston,(980) 487-5520,4,Non-profit,01/01/2010 12:00:00 AM,41,35.23511,-81.34756800000002
230,242004,HEALTHEAST BETHESDA HOSPITAL,559 CAPITOL BOULEVARD,SAINT PAUL,MN,55103,Ramsey,(651) 232-2185,5,Non-profit,01/20/1989 12:00:00 AM,254,45.374876,-93.006175
231,452121,CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,"500 WEST  4TH STREET , 4TH FLOOR",ODESSA,TX,79761,Ector,(972) 943-6488,6,Non-profit,02/01/2016 12:00:00 AM,25,31.838248,-102.500139
232,442007,KINDRED HOSPITAL - CHATTANOOGA,709 WALNUT STREET,CHATTANOOGA,TN,37402,Hamilton,(423) 266-7721,4,For profit,10/01/1993 12:00:00 AM,49,35.066463,-85.247065
233,242005,REGENCY HOSPITAL OF MINNEAPOLIS LLC,1300 HIDDEN LAKES PARKWAY,GOLDEN VALLEY,MN,55422,Hennepin,(763) 302-8301,5,For profit,06/01/1995 12:00:00 AM,92,44.990233,-93.358736
234,102016,SISTER EMMANUEL HOSPITAL,"3663 S MIAMI AVE, 4TH FLOOR",MIAMI,FL,33133,Miami-Dade,(305) 285-2939,4,For profit,02/01/2004 12:00:00 AM,29,25.901064,-80.168458
235,112013,"SELECT SPECIALTY HOSPITAL - AUGUSTA, INC",1537 WALTON WAY,AUGUSTA,GA,30904,Richmond,(706) 731-1200,4,For profit,04/01/2004 12:00:00 AM,30,33.365531,-82.073422
236,072006,"STATE OF CONNECTICUT, DEPT OF VETERANS' AFFAIRS",287 WEST STREET,ROCKY HILL,CT,06067,Hartford,(860) 529-2571,1,Government,07/01/1966 12:00:00 AM,300,41.656624,-72.66177900000002
237,362014,HEATHER HILL CARE COMMUNITIES,12340 BASS LAKE ROAD,CHARDON,OH,44024,Geauga,(440) 279-2443,5,Non-profit,03/28/1990 12:00:00 AM,56,41.618039,-81.24996
238,012008,SELECT SPECIALTY HOSPITAL - BIRMINGHAM,"2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR",BIRMINGHAM,AL,35209,Jefferson,(205) 599-4595,4,For profit,09/01/2001 12:00:00 AM,38,33.527444,-86.799047
239,372022,CORNERSTONE HOSPITAL OF OKLAHOMA- MUSKOGEE,351 SOUTH 40TH STREET,MUSKOGEE,OK,74401,Muskogee,(918) 682-6161,6,For profit,07/01/2007 12:00:00 AM,64,35.741355,-95.360154
240,112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",5353 REYNOLDS STREET 4 SOUTH,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,Non-profit,05/01/2003 12:00:00 AM,40,32.002512,-81.15355699999998
241,362032,ACUTE CARE SPECIALTY HOSPITAL - AULTMAN,2000 SIXTH STREET,CANTON,OH,44710,Stark,(330) 363-4000,5,Non-profit,10/01/2004 12:00:00 AM,30,40.80765,-81.367228
242,342012,KINDRED HOSPITAL GREENSBORO,2401 SOUTHSIDE BLVD,GREENSBORO,NC,27406,Guilford,(336) 271-2800,4,For profit,02/01/1994 12:00:00 AM,101,36.096483,-79.827108
243,392027,KINDRED HOSPITAL PHILADELPHIA,6129 PALMETTO STREET,LAWNCREST,PA,19111,Philadelphia,(215) 722-8555,3,For profit,10/01/1995 12:00:00 AM,52,40.009376,-75.133346
244,292008,CARSON TAHOE CONTINUING CARE HOSPITAL,775 FLEISCHMANN WAY 2ND FLR,CARSON CITY,NV,89703,Carson City,(775) 445-7783,9,Non-profit,03/01/2009 12:00:00 AM,29,39.153447,-119.743442
245,392045,"SELECT SPECIALTY HOSPITAL - MCKEESPORT, INC",1500 FIFTH AVENUE,MC KEESPORT,PA,15132,Allegheny,(412) 664-2900,3,Non-profit,09/01/2004 12:00:00 AM,30,40.338789,-79.796072
