Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,POSTCODE,LAT,LON,INCOME
dcb43cdc-067f-5604-7015-d40671ee3c14,1955-11-07,,999-38-3320,S99972163,X57779630X,Mr.,Antony,Patrick,O'Brien,,,W,white,nonmixed,M,Bristol  South West  England,204 Stephens Passage Apt 47,Poole,South West,Dorset,,BH15,50.71769604481925,-1.9647441578020062,25864
3d72373c-0dac-8295-f907-0b0f15f13fd9,1974-02-20,,999-50-4994,S99924001,X76541305X,Mrs.,Frances,,Osman,,Brennan,M,white,nonmixed,F,Naples  Campania  IT,546 McDonald Mill Suite 27,Cheltenham,South West,Gloucestershire,,GL50,51.8705963723937,-2.1013602887608713,5273
46840253-62e4-aeca-f8e0-ce46ff65a214,1966-04-19,,999-68-8196,S99950801,X79117337X,Mrs.,Iris,Rose,Newton,,Preston,D,white,nonmixed,F,Plymouth  South West  England,643 Goddard Meadow,South Molton,South West,Devon,,EX36,51.02443035889293,-3.8099636692049685,11741
bf00ea20-cd7b-7d7e-aa5a-cd02fbcf9375,1977-10-22,,999-51-4497,S99931986,X57777094X,Mr.,Adam,Leonard,James,,,M,white,nonmixed,M,Barnstaple  South West  England,907 Wilson Harbor,Dursley,South West,Gloucestershire,,GL11,51.73120174373936,-2.3413320411906158,76155
f3b8bbaf-eb99-e530-ae4f-308b542d904d,1973-11-06,,999-87-9803,S99926001,X52316964X,Mr.,Anthony,William,Powell,,,S,white,nonmixed,M,Tavistock  South West  England,481 George Parade,Cheltenham,South West,Gloucestershire,,GL50,51.9020556275454,-2.045983986704884,58227
321787ab-4086-3768-ed81-75f7b84888a8,1998-11-28,,999-92-4174,S99929507,X14267522X,Ms.,Elizabeth,Fanny,Cole,,,,white,nonmixed,F,Cheddar  South West  England,400 Goddard Brook,Poole,South West,Dorset,,BH15,50.67771324801959,-1.960440115377258,31725
921fc22a-6c21-81a6-aab6-7999435ca0da,1972-12-10,,999-83-6944,S99947887,X4209466X,Mr.,Alan,Wilfred,Taylor,,,D,white,nonmixed,M,Bristol  South West  England,301 Abdi Avenue Apt 93,Yate,South West,Gloucestershire,,BS36,51.497477005465186,-2.4529547667422014,11190
6e7fb4ac-1a18-f22c-7644-834a19a114bc,1974-06-20,,999-21-5205,S99995432,X12613992X,Mrs.,Annie,Louise,Khan,,Shepherd,M,white,nonmixed,F,Nailsworth  South West  England,775 Hunt Pathway Apt 96,Paignton,South West,Devon,,TQ4,50.470475961914154,-3.5911866597815485,17608
cb73eaf7-110f-6db4-910f-2501bfe9e66f,1988-11-05,,999-72-3554,S99943259,X26887213X,Mr.,Raymond,,Holden,,,D,white,nonmixed,M,Wincanton  South West  England,968 Richardson Underpass,Dorchester,South West,Dorset,,DT1,50.68550452784759,-2.4736559259493967,45698
c8825dba-ee25-cc07-307d-8f525011b13f,1958-02-15,,999-94-1790,S99927772,X89851364X,Mr.,Leslie,Anthony,Richards,,,M,white,nonmixed,M,Bridgwater  South West  England,781 French Annex Unit 68,Bath,South West,Somerset,,BA1,51.34358379207992,-2.3313676136681893,19979
d83d6ffb-950a-5c19-2a18-d008092b71c1,1962-01-17,,999-57-1080,S99967921,X11036393X,Mr.,Andrew,,Doyle,,,M,white,nonmixed,M,Swindon  South West  England,920 Heath Mill Unit 72,Swindon,South West,Wiltshire,,SN1,51.50744011221303,-1.8178383940464296,3178
1a131a6d-c4a8-ed39-9f76-85ff7f9c901a,1969-05-21,,999-13-9874,S99929270,X8853543X,Mrs.,Andrea,Gwendoline,Amin,,Kaur,M,white,nonmixed,F,Plymouth  South West  England,805 Shepherd Pathway,Wimborne,South West,Dorset,,BH21,50.81671444053747,-1.9750147721163505,44162
2b5156a5-92d5-7d94-351b-6b8cdb8e938b,1988-02-03,,999-58-8500,S99970079,X11465240X,Mrs.,Julie,May,Lambert,,Dawson,M,white,nonmixed,F,Salisbury  South West  England,601 Reeves Route Apt 45,Burnham-on-Sea,South West,Somerset,,TA8,51.25165966747159,-3.029488727651465,13469
6cad23b4-5dfa-5b63-f823-39d3760b7d79,1965-10-30,,999-61-3468,S99977931,X11581401X,Mrs.,Fiona,Edna,Dickinson,,Reeves,D,white,nonmixed,F,Bradford on Avon  South West  England,314 Peters Park,Bristol,South West,Bristol,,BS1,51.41314253351001,-2.625789763761088,25660
7543e462-b41a-1472-f9d2-c58218b464b3,1959-01-31,,999-39-1224,S99955655,X56804049X,Mrs.,Edith,Eliza,Moss,,Kirby,M,white,nonmixed,F,Barnstaple  South West  England,850 Parry Mission Suite 51,Devizes,South West,Wiltshire,,SN10,51.36632055599791,-1.9441526728356673,25201
9e7cbd27-a58a-a5d2-ca9d-05babc3eedcb,1998-03-30,,999-62-7496,S99943733,X8546656X,Mr.,Martin,Gordon,Grant,,,,white,nonmixed,M,Kraków  Lesser Poland  PL,981 Davey Stravenue,Wincanton,South West,Somerset,,BA9,51.051180704851774,-2.409482828272297,31665
55584ec0-2c7d-e1dc-18da-a793cbfdd917,1994-08-27,,999-52-7971,S99970227,X85388203X,Mrs.,Muriel,,Atkins,,Shaw,M,white,nonmixed,F,Salisbury  South West  England,381 Harris Tunnel Suite 96,Amesbury,South West,Wiltshire,,SP4,51.162940180535045,-1.747146695600378,49161
e265bad5-55e5-0f44-cc22-83e3d973457f,1998-11-07,,999-46-9705,S99933694,X3148257X,Mr.,Jason,Samuel,Whitehead,,,,white,mixed,M,Barnstaple  South West  England,786 Mahmood Ville,Salisbury,South West,Wiltshire,,SP1,51.07274517084537,-1.7624581567693574,12351
4a396f6f-957a-1bdd-4eb4-038a6e2587a4,1978-09-30,,999-42-1429,S99954196,X65522971X,Mrs.,Gillian,Eleanor,Fox,,Woods,M,white,nonmixed,F,Burnham-on-Sea  South West  England,406 Davison Gateway,Bradford on Avon,South West,Wiltshire,,BA14,51.30364158427279,-2.199784687872356,20938
569acd4d-b469-564d-5c47-48d732159707,1985-04-10,,999-56-4004,S99920742,X66881967X,Ms.,Elsie,Anita,Ashton,,,S,black,nonmixed,F,Plymouth  South West  England,984 Uddin Club Apt 25,Bristol,South West,Bristol,,BS1,51.463967156861756,-2.627400027233444,43064
62d1c37f-c575-285e-b6d9-90922aae0b64,1994-01-03,,999-10-8104,S99932357,X66883755X,Mrs.,Nancy,Mary,Bennett,,Ahmad,M,white,nonmixed,F,Cheddar  South West  England,190 Rashid Wall,Calne,South West,Wiltshire,,SN11,51.42840990916513,-2.022990486045579,62450
cf98d0a3-2e49-26f7-b5e9-6307b0322505,1961-10-04,,999-37-7117,S99910004,X71378164X,Mr.,Tony,Hugh,Nelson,,,M,white,nonmixed,M,Bideford  South West  England,438 Oliver Route Apt 25,Yeovil,South West,Somerset,,BA20,50.92901159609136,-2.6483698072504485,26423
eab5686b-83c8-3808-5e31-04fd96f7a6f8,1960-06-24,,999-53-3039,S99977871,X62083301X,Mr.,Peter,Sydney,Cooke,,,M,white,nonmixed,M,Stroud  South West  England,219 Richards Lock Apt 11,Okehampton,South West,Devon,,EX20,50.715316237357285,-4.022388712533877,54985
0f1bbd56-fe1f-08ee-bc52-e19e98934345,1993-07-03,,999-67-4190,S99998375,X72918844X,Mrs.,Jane,Vera,Briggs,,Carroll,M,white,nonmixed,F,Tiverton  South West  England,1046 Quinn Crossroad,Innsworth,South West,Gloucestershire,,GL3,51.87439652513994,-2.1849521136271233,17752
3646359f-b38c-fe2f-012b-b86e44f17797,1960-02-06,,999-36-1524,S99938018,X85687690X,Mrs.,Audrey,Julie,Cross,,O'Connor,M,white,nonmixed,F,Camborne  South West  England,694 Nash Hollow Apt 51,Christchurch,South West,Dorset,,BH23,50.7941262102783,-1.7311997738253204,28363
20de6408-380c-0fd1-47cc-8dadd0cc5ce4,1977-06-25,,999-78-9172,S99927991,X64510632X,Mrs.,Joy,Marie,Butler,,Harding,M,white,nonmixed,F,Frome  South West  England,617 Bibi Row,Poole,South West,Dorset,,BH15,50.677548431934106,-1.9429742928592475,22571
13d86f37-1062-860a-aaaa-ef98ff90a535,1952-11-05,,999-44-8819,S99994389,X88209837X,Mrs.,Freda,Hannah,McDonald,,Abdi,M,asian,nonmixed,F,Bristol  South West  England,852 Robinson Fort Unit 3,Torquay,South West,Cornwall,,TQ1,50.43915895590932,-3.51302021192556,47124
6f2653be-e716-9281-cf34-d2a15f1dccee,1967-10-13,,999-25-1796,S99974708,X72611618X,Mrs.,Diane,Teresa,Thomas,,Tomlinson,M,white,nonmixed,F,Cheltenham  South West  England,612 Pearce Quay,Gloucester,South West,Gloucestershire,,GL1,51.833597731031446,-2.258590748039204,43912
acdf7e64-e51f-3281-504b-9da242be9018,1970-10-12,,999-81-7341,S99946027,X44352312X,Mr.,Trevor,,Morton,,,M,white,nonmixed,M,Warminster  South West  England,797 Miller Drive,Paignton,South West,Devon,,TQ4,50.4156967332272,-3.598513769155238,41871
48de05c6-3046-026e-ed25-339cb3b36048,1994-04-05,,999-47-7889,S99980062,X2232291X,Mrs.,Lesley,Ellen,Lamb,,Walters,M,white,nonmixed,F,Yeovil  South West  England,825 Amin Mission,Stroud,South West,Gloucestershire,,GL5,51.73630415722586,-2.185698338443643,27515
760b8d6d-b4a7-1587-7571-b929247c3160,1972-12-26,,999-13-1566,S99935654,X33344331X,Mrs.,Lilian,Christine,Day,,Day,M,white,nonmixed,F,Swindon  South West  England,341 Bryant Approach,Gloucester,South West,Gloucestershire,,GL1,51.90410316155451,-2.2683722868453158,22594
e9a20497-97c2-1bbf-a3b9-f51d36267f08,2001-01-08,,999-77-1583,S99982748,X66594107X,Mr.,Robert,Timothy,Spencer,,,,white,nonmixed,M,Weymouth  South West  England,578 Norris Promenade Unit 86,Bath,South West,Somerset,,BA1,51.415419139578184,-2.380197134753467,10786
0902d303-ce6b-ae2a-8d84-1f87a494fd52,1973-09-12,,999-59-5588,S99942662,X80964362X,Mrs.,Harriet,,Daniels,,Taylor,D,white,nonmixed,F,Bristol  South West  England,428 Reed Alley,Gloucester,South West,Gloucestershire,,GL1,51.844407799071355,-2.266985016292981,9863
1de56087-236a-b389-7aa0-3379f6e52f0f,1971-01-21,,999-47-1481,S99986384,X48974757X,Mrs.,Christina,Margaret,Abbott,,Kennedy,M,white,nonmixed,F,Chippenham  South West  England,883 Wright Route Unit 14,Frampton Cotterell,South West,Gloucestershire,,BS36,51.52274956471366,-2.44967344562562,33897
26dacbf6-cafb-5f97-da98-858e7aefca33,1928-12-23,,999-16-2542,S99998868,X42189172X,Mrs.,Jeanette,,Shaw,,Ball,D,white,nonmixed,F,Bristol  South West  England,816 Cross Path,Teignmouth,South West,Devon,,TQ14,50.53101493781686,-3.4872659244963047,39511
ea3ff562-8622-13d0-95c3-417a57699fa6,1992-12-19,,999-11-9515,S99919933,X59229736X,Mr.,Derek,Ralph,Doyle,,,M,white,nonmixed,M,Tewkesbury  South West  England,1036 Harrison Track,Bristol,South West,Bristol,,BS1,51.480867647358856,-2.60105505828394,31464
df96a8b3-6308-9fe7-c871-541db59aaaf1,1996-03-09,,999-93-4820,S99997667,X30083841X,Mr.,Oliver,,Yates,,,M,white,nonmixed,M,Saltash  South West  England,308 Miles Drive,Bristol,South West,Bristol,,BS1,51.457814445040384,-2.5859219194254943,48306
8f71fff9-7f81-bda0-5caa-bb20373566c1,1974-11-25,,999-46-6232,S99948623,X38571868X,Mr.,Bradley,Dennis,Abbott,,,M,white,nonmixed,M,Plymouth  South West  England,669 Burke Grove,Nailsea,South West,Somerset,,BS21,51.43074537219338,-2.8487638094211096,48037
ff2e1143-2fa5-21d7-d318-c6c9ad8a1727,2004-06-08,,999-33-2233,S99960106,X58300498X,Mr.,Stanley,Thomas,Daniels,,,,white,nonmixed,M,Cheltenham  South West  England,765 Scott Orchard Suite 55,Poole,South West,Dorset,,BH15,50.745874542475846,-1.9807247661412755,22255
66b01f7e-f7f9-dc29-d6de-6419edbdc4d3,1940-07-15,,999-46-6176,S99928282,X85677108X,Ms.,Lisa,,Hussain,,,S,white,nonmixed,F,Exmouth  South West  England,712 Rahman Orchard Apt 47,Bristol,South West,Bristol,,BS1,51.47739052773875,-2.580110996230692,174929
3694356c-4063-ba99-0bc6-784082860ef6,1991-10-02,,999-92-2444,S99956618,X153173X,Ms.,Freda,Jill,Baker,,,S,white,nonmixed,F,Cirencester  South West  England,363 Lucas Bridge,Tewkesbury,South West,Gloucestershire,,GL20,51.98691846588249,-2.166526160426847,22379
c8e711e9-c811-ae6d-4cd9-395b73669624,1982-11-09,,999-51-5389,S99944124,X2311815X,Mr.,Alan,Colin,Henry,,,M,black,nonmixed,M,Swindon  South West  England,262 Peters Wynd Suite 32,Penzance,South West,Cornwall,,TR18,50.11605010679014,-5.538411300140972,26017
3b032409-894b-e15f-f8d5-65a81476df42,1988-04-20,,999-52-7809,S99946676,X23139482X,Ms.,Lynne,Christina,Hewitt,,,S,white,nonmixed,F,Bridgwater  South West  England,181 Cartwright Park Apt 38,Bristol,South West,Bristol,,BS1,51.4967672425206,-2.5552013017587383,29253
08777666-af71-d577-75b9-5bbc833c0e81,1957-08-25,,999-50-2861,S99983353,X58283751X,Mrs.,Pamela,Amelia,Bentley,,Evans,M,white,mixed,F,Swindon  South West  England,152 Atkinson Heights Unit 85,Tavistock,South West,Devon,,PL19,50.546248045382605,-4.17673533181196,14544
e72a8425-fc84-53d7-3835-cba54ef105ec,1974-04-29,,999-40-6768,S99984246,X62908306X,Mr.,Archibald,Robert,White,,,S,white,nonmixed,M,Yatton  South West  England,1035 Booth Divide,Salisbury,South West,Wiltshire,,SP1,51.106222235791925,-1.829128662672733,22297
0d9d50b2-5a83-9395-1bd2-a343f604bc27,1979-01-31,,999-23-5903,S99937782,X83977646X,Mrs.,Carol,Kirsty,Miles,,Bryant,M,white,nonmixed,F,Milan  Lombardy  IT,500 Sullivan Flat,Stroud,South West,Gloucestershire,,GL5,51.743733130701585,-2.226285129685843,60122
e09a4250-f8de-f64e-24e0-aa0c4de2bc85,1959-12-10,,999-79-8434,S99987703,X72860115X,Mr.,Ashley,Abdul,Wilson,,,M,asian,nonmixed,M,Warminster  South West  England,104 Richardson Ville Suite 39,Penzance,South West,Cornwall,,TR18,50.09186315739985,-5.5374456185115175,10220
c5b81b8e-b718-df2f-86d9-b26ce2a89ce0,1980-11-07,,999-42-9438,S99939112,X88439413X,Mr.,Cyril,Bernard,Ward,,,M,white,nonmixed,M,Bristol  South West  England,144 Davidson Forge Apt 27,Taunton,South West,Somerset,,TA1,51.04557711280809,-3.0577553748331345,22172
7b35c316-dc8b-2026-cd8d-2904d20492c4,1993-08-07,,999-52-8982,S99935471,X50971521X,Mrs.,Karen,Dawn,Evans,,Knight,M,white,nonmixed,F,Gloucester  South West  England,991 Hayward Station,Trowbridge,South West,Wiltshire,,BA14,51.29269473135721,-2.156254876526725,37642
46cc333f-bb62-9e62-a792-7eb9a2adbe33,1973-02-09,,999-69-7434,S99938648,X48439393X,Ms.,Gertrude,Emily,Simmons,,,S,white,nonmixed,F,Paulton  South West  England,531 Lowe Spur Apt 93,Gloucester,South West,Gloucestershire,,GL1,51.833012438898436,-2.217452641862155,10635
4fbc3e1d-c3eb-6c96-6e12-bce7b1ebf65b,1999-12-14,,999-91-6021,S99983136,X19121878X,Ms.,Pauline,Carolyn,Dickinson,,,,white,nonmixed,F,Gloucester  South West  England,649 Murray Track Apt 49,Bristol,South West,Bristol,,BS1,51.50222796218914,-2.637252931502268,18893
d2a273fd-da1f-845d-d150-5648ddcdc3dd,1963-05-11,,999-71-8997,S99921067,X74739178X,Mr.,Ashley,Carl,O'Brien,,,S,white,nonmixed,M,Westbury  South West  England,516 Murphy Rest Suite 27,Bournemouth,South West,Dorset,,BH1,50.69734537555279,-1.8486649538594766,22039
8736f10f-a914-c0a2-5626-f683862b030a,1961-02-11,,999-13-8784,S99940247,X37206816X,Mr.,Michael,Henry,Kay,,,D,white,nonmixed,M,Exmouth  South West  England,1083 Mahmood Divide Unit 35,Taunton,South West,Somerset,,TA1,50.99456857669068,-3.143219012646379,33985
d126bcf2-509d-2b4d-9d46-99ebf3f72855,1966-07-31,,999-20-6544,S99969635,X70595480X,Mr.,Arthur,,Morton,,,S,white,nonmixed,M,Cheltenham  South West  England,298 Davies Wynd,Penzance,South West,Cornwall,,TR18,50.128691077807986,-5.56652346508188,164048
d4dd6a32-330f-14cc-b3e3-f61beb632e17,1961-03-09,,999-26-9032,S99960650,X79310141X,Mr.,Michael,,Todd,,,M,white,nonmixed,M,Dorchester  South West  England,203 Reid Hollow,Trowbridge,South West,Wiltshire,,BA14,51.328165140385124,-2.161918437319624,193345
41ee0646-400e-4c1d-7383-b498c62e1466,1951-05-27,,999-85-7659,S99981110,X4541858X,Mrs.,Margaret,Nancy,Chapman,,Mahmood,M,white,nonmixed,F,Bournemouth  South West  England,558 O'Connor Key Apt 31,Torpoint,South West,Cornwall,,PL11,50.37539319049116,-4.258994097106858,32420
997f4bf1-1390-5057-d446-4777ed824366,1960-05-23,,999-13-1032,S99959737,X74073039X,Mr.,Howard,Justin,Jackson,,,S,white,nonmixed,M,Bath  South West  England,1009 Kemp Flat Apt 5,Wareham,South West,Dorset,,BH20,50.70692543565111,-2.181767011468973,33778
4f4aa828-2f35-fe7e-4c13-ced0e4bd0c83,1990-12-04,,999-72-7019,S99969593,X57051478X,Mrs.,Sylvia,,Harvey,,Gordon,M,white,nonmixed,F,Weymouth  South West  England,106 Walters Club Apt 8,Wimborne,South West,Dorset,,BH21,50.84183706504128,-1.9389914937448807,38475
2a16b72e-0b11-65f6-03f4-6814ce9e7c63,1943-03-16,,999-69-6398,S99935278,X53756559X,Ms.,Robyn,Jasmine,Hill,,,S,white,nonmixed,F,Wareham  South West  England,706 Cunningham Wall,Plymstock,South West,Devon,,PL1,50.3871632515328,-4.1644295597561225,33351
11fadd58-dc7a-13fa-9096-8143cd758e07,1971-11-15,,999-48-1780,S99954978,X27925986X,Mrs.,Ann,,Alexander,,Banks,M,white,nonmixed,F,Torquay  South West  England,311 Nicholson Bay,Bristol,South West,Bristol,,BS1,51.45153749895226,-2.5593038744926697,39624
d0a7a91c-8967-f698-7440-49bd92262e83,1958-01-16,,999-75-8766,S99914910,X16014387X,Mr.,Philip,Joel,George,,,M,white,nonmixed,M,Gloucester  South West  England,116 Freeman Crossing Suite 82,Poole,South West,Dorset,,BH15,50.768164066821,-1.993691972672658,13134
ba505450-8265-2afc-1b7d-2b03e4cd129d,1958-03-31,,999-63-5368,S99986496,X13255131X,Mr.,Robin,Arnold,Poole,PhD,,M,white,nonmixed,M,Poole  South West  England,661 Yates Harbor Apt 77,Swindon,South West,Wiltshire,,SN1,51.541115712532,-1.7496382667325694,31068
ec8e72f1-1d69-c955-286b-da0782ddcd94,1976-08-14,,999-62-9282,S99979099,X60643268X,Mr.,Stuart,Howard,Parsons,,,D,white,nonmixed,M,Seaton  South West  England,763 Morrison Camp,Crediton,South West,Devon,,EX17,50.78002469845489,-3.718584485351079,24345
a921e3d1-75c9-c1c2-aedb-227343d30691,1952-01-10,,999-26-9164,S99914300,X64874952X,Mr.,Philip,Maurice,Alexander,,,M,white,nonmixed,M,Coleford  South West  England,297 Oliver Gateway Apt 21,Bristol,South West,Bristol,,BS1,51.42135298834651,-2.609952370568467,25975
ab933827-44cc-6ea9-df73-826f769cc3bf,1981-10-07,,999-92-1117,S99923145,X23771378X,Mr.,Craig,Cameron,Gregory,,,S,white,nonmixed,M,Warminster  South West  England,883 Moore Club Suite 95,Bristol,South West,Bristol,,BS1,51.43649836161521,-2.572360140028175,22328
031a40ae-fead-0e86-2c0e-c2c9c306e6b6,1995-07-28,,999-63-9093,S99965955,X53786570X,Mrs.,Irene,Diane,Hussein,,Davey,M,white,nonmixed,F,Bristol  South West  England,1074 Webster Annex,Swindon,South West,Wiltshire,,SN1,51.59860035336836,-1.832562965627629,10513
25775100-66c9-5080-9d83-4952293d82f7,2001-05-20,,999-43-4424,S99986410,X21974158X,Ms.,Ivy,,O'Neill,,,,white,nonmixed,F,Bristol  South West  England,473 Farrell Track Suite 40,Bristol,South West,Bristol,,BS1,51.42578318235877,-2.607691685811557,47230
1129ed9e-33b5-2fc0-e1be-47406feda0ac,1987-09-08,,999-60-4240,S99917427,X50105135X,Mrs.,Annie,Abigail,Graham,,Mohammed,D,white,nonmixed,F,Bristol  South West  England,1097 Brown Rapid Apt 70,Northam,South West,Devon,,EX39,51.00814224846996,-4.27980326279424,21340
f963336c-d728-5b92-61f5-b82fc84bc63f,1994-08-20,,999-35-9045,S99962380,X7314381X,Mr.,Howard,Colin,Barton,,,M,white,nonmixed,M,Ivybridge  South West  England,590 Quinn Light,Exeter,South West,Devon,,EX4,50.75093797881744,-3.478776777069389,18238
101a14e2-3864-e736-f2a5-5b5894ec2fbc,1985-12-07,,999-39-1916,S99924628,X84093127X,Mrs.,Millicent,Heather,McDonald,,Gill,M,white,nonmixed,F,Bristol  South West  England,338 Brennan Parade Suite 47,Tewkesbury,South West,Gloucestershire,,GL20,52.001417641117854,-2.0848275616407737,25125
a0c4164e-27d3-e4ca-9007-02a6bf4490cf,1949-01-31,,999-89-3038,S99916577,X2443580X,Mr.,Eric,,Dawson,,,M,white,nonmixed,M,Swindon  South West  England,867 Williams Forge,Liskeard,South West,Cornwall,,PL14,50.446256251774564,-4.510154163983812,154621
4ff0db81-d5cb-ac01-89b1-53b7d5bb7296,1969-12-05,,999-73-1912,S99910457,X64412552X,Mrs.,Anna,Lorraine,Woodward,,Lambert,M,white,nonmixed,F,Łódź  Łódź  PL,529 Andrews Extension Unit 5,Helston,South West,Cornwall,,TR13,50.08885334370882,-5.297176834424476,31989
dabdb7a6-a730-35f7-2944-176a6995eef4,1968-02-26,,999-39-2376,S99942319,X53955990X,Mr.,Rodney,Lawrence,Parker,,,M,white,nonmixed,M,Swindon  South West  England,716 Khan Road,Falmouth,South West,Cornwall,,TR10,50.14547690908757,-5.12736364759332,21875
26e296c3-18ef-78c7-2f61-e4901bfa4d92,1962-01-04,,999-22-6470,S99917969,X60429821X,Mrs.,Veronica,,Burton,,Wilkinson,D,white,nonmixed,F,Weymouth  South West  England,621 Nelson Promenade Unit 75,Salisbury,South West,Wiltshire,,SP1,51.06126793003742,-1.7784113990149144,4422
6d4c1312-cc80-3881-4e64-6aa1a1901000,1969-07-14,,999-55-8248,S99925193,X70641988X,Mrs.,Nichola,,Price,JD,Bentley,M,white,nonmixed,F,Yate  South West  England,487 Pearce Neck,Swindon,South West,Wiltshire,,SN1,51.53349157393586,-1.8065941247581672,43421
8f7e12b9-9f9e-a1fd-d2a2-48f4522e777e,1979-05-26,,999-51-1076,S99987721,X85341693X,Mr.,Anthony,Martyn,Warren,,,M,white,nonmixed,M,Stroud  South West  England,910 Hunter Terrace,St Austell,South West,Cornwall,,PL25,50.30682265217869,-4.807911623355542,30059
efdefe31-5cb1-a8f5-ad1d-449891583a14,1945-01-19,,999-65-9954,S99955522,X60010143X,Mr.,Gareth,Allan,Kirk,,,W,white,nonmixed,M,Bournemouth  South West  England,1034 Webb Lane,Bournemouth,South West,Dorset,,BH1,50.74336218160533,-1.8713497961717662,31023
f23624ad-265e-9fd4-986f-611923febd5c,1939-12-16,,999-91-2841,S99997925,X73179363X,Mr.,Barry,Nigel,Nicholson,,,M,white,nonmixed,M,Swindon  South West  England,639 Gill Approach,Bournemouth,South West,Dorset,,BH1,50.71017453542017,-1.898742151427698,45215
cb4cedd0-14e6-56bc-bd0b-d3674cc01210,1975-02-13,,999-77-4490,S99920536,X49913667X,Mr.,Fred,Edmund,Price,,,M,black,nonmixed,M,Bournemouth  South West  England,194 Greenwood Underpass,Bristol,South West,Bristol,,BS1,51.4300839274756,-2.6187464852757327,89669
a4f85208-7e46-c39d-cb1c-5b62121de2cb,1978-01-17,,999-23-6983,S99938414,X76539049X,Mr.,Daniel,Percy,Morris,,,M,white,nonmixed,M,Paignton  South West  England,706 Holden Track,Bridgwater,South West,Somerset,,TA5,51.094451610101764,-3.089574345769304,17906
59381037-6ccb-7a57-3e17-c1ef1c68762c,1965-09-26,,999-67-9698,S99927004,X26861066X,Mrs.,Valerie,Marian,O'Neill,,Gallagher,M,white,nonmixed,F,Bristol  South West  England,924 Field Ferry,Plymouth,South West,Devon,,PL1,50.32406298916326,-4.19200986749892,43114
53f0c003-049f-4e41-a795-525b67e4a3ac,2001-02-03,,999-86-1805,S99938991,X54720700X,Ms.,Hazel,Samantha,Weston,,,,white,nonmixed,F,Midsomer Norton  South West  England,753 Coleman Forge Apt 38,Bath,South West,Somerset,,BA1,51.38129749213611,-2.348806637249975,33218
ff2cf3d4-9497-cd50-cfa7-1da15a553dcb,1991-05-08,,999-26-7339,S99973719,X23862814X,Mr.,Martin,,Tucker,,,S,white,nonmixed,M,Camborne  South West  England,702 George Parade Suite 20,Bristol,South West,Bristol,,BS1,51.44961161455005,-2.5856315617483463,43260
00eebaa0-1c67-99a3-417f-48eb64bb205b,1957-08-22,,999-27-2479,S99973735,X43313629X,Mrs.,Marie,Rachael,Howard,,Amin,M,white,nonmixed,F,Filton  South West  England,242 Rehman Drive Apt 18,Peasedown St John,South West,Somerset,,BA2,51.393894904439016,-2.345216341916509,19187
f5ae5b46-b0cc-c0b0-51d9-45c53f1144e0,1965-06-10,,999-21-4119,S99987169,X24781811X,Mr.,Garry,Hubert,Day,,,S,white,nonmixed,M,Tiverton  South West  England,334 Morton Flat,Totnes,South West,Devon,,TQ9,50.41143286565264,-3.731526894699763,23847
aa98d507-de58-06ad-c51b-d2f58e718a5e,1994-09-01,,999-70-1906,S99910574,X87575701X,Mr.,Edward,Christopher,Wells,,,S,white,nonmixed,M,Dursley  South West  England,880 Shaw Vista,Weston-Super-Mare,South West,Somerset,,BS23,51.31164488532411,-2.980373359383239,21709
5ff52f9e-8758-4551-37e0-56ee7585aa85,1957-12-03,,999-25-4613,S99982331,X60832277X,Ms.,Anna,,Clarke,PhD,,S,white,nonmixed,F,Filton  South West  England,682 Goodwin Bay,Bristol,South West,Bristol,,BS1,51.43089527482732,-2.601299266087633,4998
52635a81-2d89-5f5a-e934-4e2ea6c2d35d,1951-08-18,,999-74-3054,S99951335,X11456791X,Mrs.,Jennifer,Doreen,Ryan,PhD,Holt,M,hawaiian,nonmixed,F,Thornbury   South West  England,1071 Foster Neck Suite 70,Bristol,South West,Bristol,,BS1,51.4689655896657,-2.614937609693692,18735
3311571e-d471-b27f-daa6-2db11b9b4083,1991-03-24,,999-10-5607,S99963712,X81711200X,Ms.,Sharon,,Parsons,,,S,white,nonmixed,F,Highworth  South West  England,465 Lowe Lodge,Poole,South West,Dorset,,BH15,50.72365237649742,-1.990860946178069,189208
c4ea4500-91ad-6805-6a53-6e2c02c6f0a0,1962-02-11,,999-69-5359,S99994857,X79833262X,Mr.,Albert,,Henderson,,,M,white,nonmixed,M,Trowbridge  South West  England,299 Hammond Arcade Unit 24,Bristol,South West,Bristol,,BS1,51.493327972612214,-2.557232067422457,41519
1879dba9-5d0d-9ef3-0cf8-53e9119f6b47,1950-09-01,,999-68-4004,S99967022,X2298521X,Mrs.,Irene,Anne,Banks,,Warren,D,white,nonmixed,F,Clevedon  South West  England,869 Singh Plaza Apt 70,Paulton,South West,Somerset,,BS39,51.355584537572604,-2.5272659206143047,13499
238b635e-809b-3d2e-ac97-43b882ce87c3,1975-04-03,,999-74-9199,S99998103,X66852082X,Ms.,Marjorie,Diane,Mohammed,,,S,white,nonmixed,F,Dartmouth  South West  England,919 Newton Dam,Swindon,South West,Wiltshire,,SN1,51.565527015944554,-1.8260220297941507,24034
